Time,Te,Ghs,Dfs,Ws,Wd,RH
1214,6.71,290.75,259.4,1.92,242,72.05
1215,6.73,283.25,256.45,2.76,232.05,70.68
1216,6.59,276.45,261.15,2.97,234.45,71.13
1217,6.82,302.8,272.95,2.54,208.5,70.32
1218,6.98,272.95,255.1,2.58,182.15,66.86
1219,6.98,291.85,270.7,2.64,221.6,65.35
1220,7.28,372.05,323.2,3.02,266.6,62.7
1221,7.54,408.45,344.4,3.83,268.55,58.4
1222,7.59,426.5,353.75,4.27,252.65,56.72
1223,7.53,429.75,359.1,4.28,274.7,55.88
1224,7.43,383.45,335.25,4.34,282.55,58.09
1225,7.36,324.7,306.8,4.24,264.9,60.14
1226,7.35,306.7,301.1,4.21,261.95,59.81
1227,7.43,316.2,310.35,4.15,255.4,58.94
1228,7.57,319.7,315.9,3.97,252.1,57.57
1229,7.73,334.4,331.2,3.89,218.4,56.92
1230,7.94,364.85,354.95,3.28,223.1,56
1231,8.25,363.85,353.25,2.95,248.9,54.15
1232,8.24,349.05,344,3.95,248.2,53.42
1233,7.89,352.6,346.1,5.32,265.8,54
1234,7.81,337.95,330.7,5.36,267.25,54.23
1235,7.9,305.95,298.3,5,268.1,53.72
1236,7.96,286.7,277.45,4.85,204.95,54.19
1237,7.93,291.25,276.85,5,207.85,55.78
1238,7.99,282.2,267.45,4.94,268.75,56.76
1239,7.99,222.9,216.55,4.53,222.8,57.4
1240,7.91,207.65,198.65,4.27,203.6,56.91
1241,7.99,225.9,214.35,3.85,241.75,57.41
1242,8.01,220,214.4,3.92,221.1,58.33
1243,8.01,238.05,232.85,4.19,227.6,57.24
1244,8.01,241,235.8,4.19,228.15,57.57
1245,8,205.85,203.5,4.21,203.8,58.41
1246,7.86,165.8,163.8,4.23,233.8,59.23
1247,7.85,158.4,154.35,3.15,242.2,59.16
1248,8,173.6,169.25,2.68,240.9,58.68
1249,8.03,179.9,173.45,3.48,265.65,58.78
1250,8.03,163.65,157.45,3.87,259.9,58.8
1251,8.03,123.7,120.15,3.57,249.9,58.77
1252,7.9,95,91.75,3.32,265.7,58.77
1253,7.77,81.8,80.01,3.27,270.3,59.33
1254,7.75,71.24,69.75,2.87,237.55,59.24
1255,7.71,56.62,55.22,2.91,178.8,59.17
1256,7.67,50.26,48.72,3.05,217.75,59.27
1257,7.66,49.35,47.61,2.72,254.9,59.26
1258,7.67,45.67,44.2,2.12,249,59.43
1259,7.64,40.4,39.19,2.21,245.9,59.55
1260,7.57,30.2,29.18,2.33,241.4,60.02
1261,7.51,20.46,19.72,2.12,255.1,60.72
1262,7.44,14.28,13.7,2.01,218.05,61.28
1263,7.38,8.8,8.33,1.73,221.2,61.78
1264,7.31,4.82,4.41,1.45,238.35,62.56
1265,7.21,2.41,2.02,1.24,231.75,63.44
1266,7.08,1.02,0.71,0.98,256.75,63.76
1267,6.91,0.44,0.22,0.62,242.3,64.48
1268,6.66,0.4,0.17,0.83,213.8,65.4
1269,6.45,0.39,0.17,1.09,197.4,67.57
1270,6.24,0.38,0.17,1.45,188.25,69.43
1271,6.15,0.37,0.17,1.99,210.35,70.35
1272,6.1,0.36,0.17,2.29,213.3,71.93
1273,5.92,0.36,0.17,2.47,190.95,73.45
1274,5.8,0.35,0.17,2.42,210.8,74.56
1275,5.64,0.35,0.17,2.14,202.15,75.1
1276,5.4,0.35,0.17,2,182.8,75.75
1277,5.25,0.35,0.17,2.18,185.25,76.17
1278,5.15,0.35,0.17,2.24,152.4,76.6
1279,5.03,0.34,0.17,2.33,156.1,76.4
1280,4.89,0.34,0.17,2.84,178.35,76.57
1281,4.74,0.35,0.17,3.19,181.65,77.12
1282,4.63,0.35,0.17,3.13,183.35,76.79
1283,4.5,0.34,0.17,2.8,172.05,77.21
1284,4.3,0.34,0.17,2.54,164.5,77.67
1285,4.17,0.34,0.17,2.67,184.6,76.58
1286,4.08,0.34,0.17,2.69,201.45,75.52
1287,3.95,0.34,0.17,2.64,172.3,75.42
1288,3.85,0.34,0.17,2.67,170.1,75.24
1289,3.83,0.34,0.17,2.24,182.55,75.01
1290,3.81,0.34,0.17,2.04,158.15,74.75
1291,3.85,0.34,0.17,2.77,151.7,74.8
1292,3.97,0.34,0.17,3.04,167.1,75.1
1293,4.1,0.34,0.17,3.01,178.3,75.56
1294,4.13,0.34,0.17,2.98,179.9,76.97
1295,4.05,0.34,0.17,3.29,184.25,78.65
1296,4.03,0.34,0.17,3.47,172.55,79.38
1297,4.06,0.35,0.17,3.18,158.95,79.29
1298,4.07,0.35,0.17,3.33,174.6,79.04
1299,4.11,0.35,0.17,3.65,188.75,79.01
1300,4.19,0.36,0.17,4.12,185.5,79.36
1301,4.26,0.35,0.17,4.41,151.3,80.02
1302,4.25,0.35,0.17,4.46,150.6,80.75
1303,4.25,0.34,0.17,4.36,185.35,81.05
1304,4.31,0.34,0.17,4.11,194.45,81.3
1305,4.35,0.35,0.17,3.7,179.05,81.7
1306,4.3,0.35,0.17,3.5,162.3,82.1
1307,4.22,0.34,0.17,3.59,170.25,82.6
1308,4.19,0.34,0.17,3.25,185,82.15
1309,4.23,0.35,0.17,2.89,181.35,81.6
1310,4.2,0.35,0.17,2.81,171.05,83.05
1311,4,0.35,0.17,2.72,172.6,86.6
1312,3.7,0.35,0.17,2.97,160.7,90.7
1313,3.46,0.34,0.17,3.28,142.85,93.15
1314,3.37,0.34,0.17,3.37,140.8,94
1315,3.34,0.34,0.17,3.22,146.15,94.6
1316,3.33,0.34,0.17,3.43,148.9,94.75
1317,3.34,0.34,0.17,4.03,166.2,94.65
1318,3.37,0.34,0.17,4.15,173.2,94.65
1319,3.51,0.34,0.17,4.42,160.15,93.95
1320,3.65,0.34,0.17,4.54,152.1,93.55
1321,3.69,0.34,0.17,4.22,159.5,93.95
1322,3.72,0.34,0.17,3.98,172,94.1
1323,3.79,0.34,0.17,3.6,161.6,94.4
1324,3.86,0.34,0.17,3.39,152.15,94.9
1325,4.13,0.34,0.17,4.07,172.75,94.85
1326,4.61,0.35,0.17,5.14,183.9,94.05
1327,4.96,0.35,0.17,6.2,166.5,93.5
1328,5.07,0.35,0.17,6.55,156.3,93.4
1329,5.09,0.34,0.17,7.33,187.3,93.3
1330,4.99,0.34,0.17,7.89,201.65,93.85
1331,4.84,0.34,0.17,7.48,177.35,94.4
1332,4.8,0.35,0.17,7.12,172.65,94.85
1333,4.81,0.57,0.34,6.27,186.2,95.6
1334,4.89,1.32,0.95,5.98,194.95,95.85
1335,5.09,2.29,1.87,6.69,194.55,95.55
1336,5.32,3.92,3.51,7.58,194.55,95
1337,5.46,5.32,4.88,7.41,174.9,94.9
1338,5.52,6.32,5.85,7.15,170.65,95.15
1339,5.62,7.37,6.86,7.08,167.05,95.4
1340,5.79,7.25,6.76,6.36,163.7,95.8
1341,5.95,7.03,6.55,5.56,171.2,96.3
1342,6.09,7.69,7.19,5.18,160.4,96.9
1343,6.3,10.69,10.07,4.98,176.35,97.45
1344,6.59,15.11,14.32,4.96,188.15,97.6
1345,6.87,14.73,13.97,5.06,177.35,97.9
1346,7.12,15.83,15.06,4.72,192.65,98.6
1347,7.63,33.33,32.14,4.3,208,98.7
1348,8.3,44.71,43.23,4.54,228.05,98.45
1349,8.85,43.36,42,5.07,219.45,97.95
1350,9.29,47.07,45.66,4.86,270.8,96.95
1351,9.68,55.69,53.97,4.05,288,96.4
1352,10,59.21,57.4,3.38,250.35,95.8
1353,10.16,54.32,52.59,2.99,243.6,95.45
1354,10.23,58.01,55.83,3.32,232.8,94.95
1355,10.47,103.16,99.89,3.72,239.7,93.6
1356,10.83,170.25,163.3,3.61,126.43,92.6
1357,11.05,170.5,163.05,4.02,135.64,91.8
1358,11.11,155.6,149.3,4.37,264,89.95
1359,11.3,232.15,175.6,4.51,252.95,87.8
1360,11.77,409.4,160.6,5.29,208.6,85.5
1361,12.17,459.45,183.6,5.71,213.45,83.6
1362,12.09,336.05,251.55,5.37,236.6,83.55
1363,11.75,238.75,231.1,6.01,248.5,83.5
1364,11.26,188.55,183.5,6.77,258.15,83.65
1365,10.73,180.65,174.9,7.06,240.5,85.05
1366,10.58,312.8,261.15,7.1,245.3,83.85
1367,10.56,319.4,265.45,6.62,250.15,82.15
1368,10.32,164.1,156.25,6.89,247.25,83.75
1369,9.72,121.7,118.5,7.72,267.1,86.5
1370,9.34,169.2,164.3,7.09,265.25,85.5
1371,9.54,211.2,205.05,6.82,282.5,81.16
1372,9.55,169.55,165.2,7.26,279.9,80.82
1373,9.32,141.55,138.1,6.63,269.75,82.45
1374,9.14,126.45,123.5,6.76,297.6,82.3
1375,9.04,117.25,114.05,6.84,286.5,81.65
1376,9.06,131.4,127.75,5.94,254.75,81.6
1377,8.88,147.8,144.05,6.49,290.75,81.95
1378,8.79,244.45,207.5,7.27,296.05,80.62
1379,8.86,251.4,213.45,7.07,289.3,81.67
1380,8.51,168.8,164.5,7.32,289.3,83.45
1381,8.46,295.9,246.4,7.19,264.25,81.03
1382,8.89,397.2,315.6,6.53,278.65,79
1383,8.91,427.95,269.55,6.49,270.25,79.03
1384,8.87,424,248.6,6.2,246.6,80.21
1385,8.67,282.85,219.1,5.77,261.5,81.55
1386,8.35,202.05,183.05,6.03,270.1,81.2
1387,8.22,201.7,193.25,5.77,274.6,80.8
1388,8.27,302.15,226.8,5.29,289.7,79.54
1389,8.42,359.05,231,6.08,285.4,78.17
1390,8.34,225.45,162.05,6.45,290.4,78.5
1391,8.03,135.45,125.65,6.6,283.8,78.85
1392,7.74,123.25,119.65,6.74,298.75,79.87
1393,7.56,123.25,120.15,6.14,324.9,80.35
1394,7.46,113,110.7,6.04,295.2,79.93
1395,7.42,80.05,78.18,5.8,250.35,79.61
1396,7.43,91.8,89.02,5.21,281.6,78.79
1397,7.45,107.8,104.8,4.72,289.75,78.54
1398,7.35,92.65,90.24,4.78,258.5,79.62
1399,7.21,71.2,69.18,5.05,272.2,79.97
1400,7.09,53.69,52.29,5.15,278.4,78.93
1401,7.02,56.03,54.6,5.66,276.75,78.18
1402,6.96,53.25,51.94,5.45,265.35,78.18
1403,6.91,39.66,38.67,4.83,281.35,78.46
1404,6.84,32.1,31.17,4.63,285.3,78.94
1405,6.76,20.75,19.97,4.23,240.7,79.38
1406,6.6,11.85,11.32,4.51,249.6,79.93
1407,6.44,7.87,7.43,4.98,292.3,79.8
1408,6.27,5.33,4.89,5.27,289.35,78.48
1409,6.08,2.56,2.15,5.3,293.8,77.42
1410,5.93,0.98,0.7,4.73,286.85,79.08
1411,5.75,0.41,0.24,3.21,270.15,82.6
1412,5.54,0.35,0.17,2.15,279.25,85.6
1413,5.46,0.35,0.17,2.34,261.65,86.9
1414,5.46,0.34,0.17,2.38,272,86.9
1415,5.4,0.34,0.17,2.38,262.25,86.7
1416,5.34,0.34,0.17,2.39,224.8,86.8
1417,5.27,0.34,0.17,2.02,222.35,87.55
1418,5.2,0.35,0.17,1.75,248,88.4
1419,5.17,0.35,0.17,1.63,256.75,89.1
1420,5.13,0.35,0.17,1.7,237.75,90.1
1421,5.07,0.35,0.17,1.76,245.8,91.75
1422,4.99,0.34,0.17,1.75,243.25,93
1423,4.9,0.34,0.17,1.85,224.05,93.75
1424,4.86,0.34,0.17,2.2,224.4,94.3
1425,4.81,0.34,0.17,2.28,254.7,94.45
1426,4.73,0.34,0.17,2.34,278.5,93.4
1427,4.58,0.34,0.17,2.32,261.6,92.65
1428,4.41,0.34,0.17,1.63,234.75,93.8
1429,4.32,0.34,0.17,1.63,217.4,95.05
1430,4.29,0.34,0.17,2.05,207.95,95.35
1431,4.26,0.34,0.17,2.43,199.4,94.9
1432,4.19,0.34,0.17,3.01,196.85,94.55
1433,4.09,0.34,0.17,2.83,197,94.75
1434,3.95,0.34,0.17,2.39,185.5,95.2
1435,3.78,0.34,0.17,2.34,177.8,95.55
1436,3.67,0.34,0.17,1.68,148.65,95.95
1437,3.65,0.34,0.17,1.21,133.15,96.3
1438,3.69,0.34,0.17,0.99,143.5,96.45
1439,3.71,0.34,0.17,0.42,86.34,96.6
1440,3.74,0.34,0.17,0.55,181.63,96.7
1441,3.8,0.34,0.17,2.11,336.75,97.2
1442,3.88,0.34,0.17,3.08,180.23,98.05
1443,3.83,0.34,0.17,3.39,179.13,98.45
1444,3.69,0.34,0.17,3.4,319.15,98.65
1445,3.57,0.34,0.17,2.83,298.2,98.9
1446,3.4,0.34,0.17,3.07,311.35,98.6
1447,3.28,0.34,0.17,2.97,324.35,98.3
1448,3.22,0.34,0.17,2.21,302.8,98.5
1449,3.12,0.34,0.17,2.1,299.25,98.65
1450,3.15,0.34,0.17,2.47,303.05,98.4
1451,3.28,0.34,0.17,2.48,294.15,97.65
1452,3.38,0.34,0.17,2.39,278.5,96.85
1453,3.5,0.34,0.17,2.33,255.15,96.15
1454,3.6,0.34,0.17,2.31,248.25,95.55
1455,3.61,0.34,0.17,2.14,272.5,95.05
1456,3.6,0.34,0.17,2.33,301.5,94.45
1457,3.59,0.34,0.17,2.15,279,94.4
1458,3.56,0.34,0.17,1.69,214.4,94.65
1459,3.54,0.34,0.17,1.55,235.9,94.65
1460,3.51,0.34,0.17,1.45,290.55,94.3
1461,3.49,0.34,0.17,1.41,236.7,93.7
1462,3.48,0.34,0.17,1.2,206.2,93.85
1463,3.42,0.34,0.17,1.08,211.45,94.25
1464,3.37,0.34,0.17,1.11,190.9,94.45
1465,3.39,0.34,0.17,1.14,202,95
1466,3.42,0.34,0.17,1.21,197.95,95.4
1467,3.44,0.34,0.17,1.52,189.95,95.65
1468,3.44,0.34,0.17,1.76,195.65,95.95
1469,3.45,0.34,0.17,1.86,190.1,96.2
1470,3.46,0.34,0.17,1.9,200.95,96.6
1471,3.44,0.34,0.17,1.83,191.4,96.95
1472,3.41,0.34,0.17,1.41,183.6,97.2
1473,3.34,0.34,0.17,1.17,179.4,97.5
1474,3.3,0.34,0.17,1.04,183.25,97.8
1475,3.32,0.35,0.17,0.89,224.8,97.9
1476,3.37,0.59,0.35,1.13,232.65,97.9
1477,3.41,1.52,1.19,1.3,212.05,97.9
1478,3.44,3,2.57,0.97,211.65,98
1479,3.44,5.04,4.6,0.54,193.65,98.15
1480,3.41,8.11,7.63,0.46,179.95,98.4
1481,3.37,12.82,12.16,0.71,192,98.75
1482,3.39,19.58,18.7,0.86,238.55,99
1483,3.45,25.48,24.45,0.79,245.2,99.1
1484,3.52,32.71,31.67,1.04,251.7,99.05
1485,3.62,50.13,48.96,1.27,259.45,98.8
1486,3.77,66.92,65.57,1.23,191.4,98.4
1487,3.92,75.5,73.99,1.28,189.35,98.05
1488,4.08,89.46,87.1,1.07,235.8,97.75
1489,4.31,126.75,116.95,0.89,248.55,97.35
1490,4.64,178.9,160.55,0.9,226.95,96.6
1491,4.97,181.05,166.45,0.92,232.1,95.55
1492,5.14,155.05,148.95,1.23,265.65,94.1
1493,5.23,140.5,137.85,1.69,274.3,92.75
1494,5.35,155.6,152.9,2.16,262.3,91.4
1495,5.5,153.1,150.15,2.66,254.3,90.65
1496,5.46,120.9,118.1,3.49,259.4,91.2
1497,5.27,114.65,111.5,3.53,224,91.7
1498,5.17,122.85,119.75,3.11,228.5,91
1499,5.17,138.8,135.75,3.24,260.15,89.8
1500,5.22,123.5,120.4,3.38,255.45,90.2
1501,5.08,118.5,115.45,4.02,272.95,90.85
1502,4.86,148.65,145.15,4.63,297.35,90.75
1503,4.74,160,156.35,4.85,316.7,91.05
1504,4.64,168.25,164.7,4.5,311.45,91.95
1505,4.63,198.65,194.2,3.69,305.9,92.55
1506,4.74,237.3,229.25,3.64,313.15,92.35
1507,4.99,277,261.3,3.56,328.45,92
1508,5.29,267.8,254.35,3.22,327.15,90.5
1509,5.57,270.4,256.95,3.23,320.05,88.85
1510,5.91,306.2,287.25,3.66,321.35,86.55
1511,6.11,271.35,250.05,4.37,327.75,83.85
1512,6.14,185.05,170.25,4.2,304.2,83.5
1513,5.49,179.8,174.55,4.57,267.8,86.95
1514,4.6,211,205.9,5.06,260.4,90.5
1515,4.37,195.1,190.85,4.47,255,90.8
1516,4.32,186,181.7,3.77,270.85,91.1
1517,4.28,193.4,188.55,3.24,305.6,91.5
1518,4.33,180.8,175.75,2.98,293.85,90.9
1519,4.4,117.13,113.71,2.31,245.45,91.2
1520,4.52,89.63,87.17,2.07,251.95,91.45
1521,4.7,96,93.4,2.5,259.9,91.6
1522,4.74,100,97.4,3.14,246.5,92
1523,4.73,150.85,147.55,3.45,279.45,91.35
1524,4.86,223.7,207.5,3.36,298.75,90.85
1525,5.36,335.8,238.2,2.97,264.15,89
1526,5.85,339.8,242.15,3.69,253.2,86.55
1527,5.88,199.7,183.1,5.02,270.45,85.8
1528,6.01,269.75,161.55,4.72,291.3,84.5
1529,6.56,445.55,183.45,4.17,293.95,82.1
1530,6.88,336.7,162.25,4.31,291.55,80.1
1531,6.79,202.9,153.6,4.81,293.7,79.19
1532,6.68,164.85,132.05,4.86,274.65,78.98
1533,6.51,78.51,75.98,5.34,294.1,80.45
1534,6.04,101.87,69.98,5.44,308.95,83.85
1535,5.67,228.95,126.25,5.08,320.8,84.2
1536,5.42,188.79,116.25,5.59,316.45,84.7
1537,4.82,97.94,95.35,6.41,293.45,87.05
1538,4.39,142.65,133.25,6.77,313.15,87.25
1539,4.51,242.8,152.9,6.1,325.6,86.6
1540,4.93,289.7,129.45,4.92,305.7,84.75
1541,5.35,267.95,102.9,4.89,281.45,82.3
1542,5.6,212.5,87.42,5.56,286.35,80.9
1543,5.54,98.01,58.8,5.07,278.95,81.05
1544,5.46,52.64,46.92,4.8,295,81.4
1545,5.45,95.69,64.16,5.32,302,78.47
1546,5.6,90.36,59.81,5.76,271.75,74.36
1547,5.61,30.52,26.49,6.07,265.2,77.69
1548,4.55,40.65,32.34,6.11,289.6,86.4
1549,3.6,58.79,43.56,5.45,293.2,88.8
1550,3.6,33.91,26.26,4.6,270.7,87.2
1551,3.69,16.09,15.38,5,291.25,86.1
1552,3.68,11.18,10.59,5.47,316.5,84.65
1553,3.67,5.79,5.32,5.49,311.35,84.4
1554,3.64,2.44,2.05,5.19,299,84.4
1555,3.63,0.84,0.58,4.56,290.75,83.9
1556,3.69,0.35,0.17,4.4,298.1,83.55
1557,3.53,0.34,0.17,5.38,285.55,87.6
1558,2.94,0.34,0.17,5.86,270.75,91.6
1559,2.64,0.34,0.17,4.89,295.05,90.35
1560,2.78,0.34,0.17,4.33,300.65,89
1561,2.81,0.34,0.17,4.31,303.95,89
1562,2.72,0.34,0.17,5.85,314.25,89.15
1563,2.63,0.34,0.17,6.16,315.05,88.7
1564,2.59,0.34,0.17,4.81,307.95,88.35
1565,2.58,0.34,0.17,3.91,308.25,88.7
1566,2.64,0.34,0.17,3.46,313.35,87.5
1567,2.82,0.34,0.17,3.81,308.35,85.35
1568,2.95,0.34,0.17,3.81,296.85,84.4
1569,2.97,0.34,0.17,4.06,289.8,83.65
1570,2.95,0.34,0.17,3.87,293.8,83.75
1571,2.89,0.34,0.17,3.46,296.8,84.25
1572,2.82,0.34,0.17,3.69,286.35,84.45
1573,2.72,0.34,0.17,3.76,271.7,85
1574,2.67,0.34,0.17,3.45,280.6,85.25
1575,2.73,0.34,0.17,3.2,294,85.3
1576,2.81,0.34,0.17,3.81,297.55,86.35
1577,2.58,0.34,0.17,3.87,289.25,89.1
1578,2.19,0.34,0.17,2.84,256.7,91.05
1579,2.09,0.34,0.17,2.19,265.05,91.15
1580,2.23,0.34,0.17,2.8,279.9,89.35
1581,2.49,0.34,0.17,4.09,259.45,88.95
1582,2.38,0.34,0.17,4.67,255.45,91.15
1583,2.03,0.34,0.17,4.79,275.3,92.6
1584,1.76,0.34,0.17,5.16,292.65,94.05
1585,1.56,0.34,0.17,5.04,295.15,95.2
1586,1.48,0.34,0.17,4.28,307.25,95.25
1587,1.48,0.34,0.17,4.1,160.36,94.55
1588,1.47,0.34,0.17,4.03,142.21,93.95
1589,1.38,0.34,0.17,3.53,276.1,93.95
1590,1.3,0.34,0.17,2.98,279.05,94.2
1591,1.31,0.34,0.17,2.94,302.95,94.15
1592,1.32,0.34,0.17,3.66,317,94.55
1593,1.21,0.34,0.17,3.94,304.45,95.6
1594,1.15,0.34,0.17,3.76,303.55,95.95
1595,1.18,0.34,0.17,3.3,291.9,95.8
1596,1.22,0.34,0.17,2.96,292.75,94.4
1597,1.27,0.34,0.17,2.9,317.75,91.6
1598,1.49,0.34,0.17,3.52,303.4,87.75
1599,1.72,0.34,0.17,4.1,297.25,85.5
1600,1.74,0.34,0.17,4.05,303.5,84.9
1601,1.79,0.34,0.17,4.75,307,84.45
1602,1.74,0.34,0.17,4.87,318.95,85.55
1603,1.48,0.34,0.17,4.39,323.35,87.5
1604,1.24,0.34,0.17,4.01,316.9,88.8
1605,1.13,0.34,0.17,3.91,309.55,88.7
1606,1.16,0.34,0.17,4.26,307.9,87.8
1607,1.22,0.34,0.17,4.73,297.45,87.75
1608,1.12,0.34,0.17,5.24,303.5,89.2
1609,0.93,0.34,0.17,4.45,313.3,90
1610,0.85,0.34,0.17,3.01,317.45,89.9
1611,0.93,0.34,0.17,2.73,303.35,89.25
1612,1.07,0.34,0.17,3.1,311.45,88.35
1613,1.21,0.34,0.17,3.38,337,87.55
1614,1.32,0.34,0.17,3.37,325.3,86.3
1615,1.42,0.34,0.17,3.03,299.25,85.05
1616,1.58,0.34,0.17,2.94,294.1,84.3
1617,1.68,0.34,0.17,2.67,288.9,83.8
1618,1.6,0.37,0.19,2.13,256.05,84.3
1619,1.37,1.06,0.77,1.66,199.05,86.1
1620,1.25,3.48,2.99,1.83,222.6,86.5
1621,1.49,8.19,7.43,3.25,285.15,85.75
1622,1.8,15.24,14.01,3.74,269.2,85.65
1623,1.93,27.1,25.64,2.7,274.45,86.1
1624,2.07,42.11,37.77,2.21,297.1,86.25
1625,2.35,47.84,42.69,2.64,300.35,85.7
1626,2.62,43.72,41.67,2.94,304.55,85.15
1627,2.7,49.08,46.52,3.28,323.25,85.8
1628,2.73,93.22,77.5,3.16,323.1,86.55
1629,2.88,98.13,83.09,3.52,306.35,86.25
1630,2.86,68.69,66.51,4.8,310.9,87.8
1631,2.71,70.78,68.93,4.36,294.6,88.95
1632,2.51,74.33,72.35,4.09,280.9,90.55
1633,2.09,71.4,69.63,3.8,269.8,93.4
1634,1.85,71.19,69.23,2.55,248.55,94.2
1635,1.97,87.25,84.6,1.81,222.2,94.1
1636,2.2,110.7,106.85,1.72,230.85,92.65
1637,2.43,98.62,95.15,1.97,269.25,91.25
1638,2.75,80.97,78.7,2.02,297.45,90.45
1639,3.13,124.6,121.2,2.2,282.8,89.4
1640,3.54,195.1,190.4,1.85,247.95,87.9
1641,3.93,173.5,169.55,1.54,282.4,87.25
1642,3.91,99.7,96.94,3.67,287.55,90.1
1643,3.56,87.6,84.95,4.85,293.5,91.75
1644,3.48,67.2,65.08,3.75,322.3,92.05
1645,3.26,51.34,49.7,3.78,307.4,93.75
1646,2.83,76.83,74.72,3.75,318.9,95.05
1647,2.74,88.75,86.35,2.88,310.5,95.95
1648,2.84,162.15,152.8,1.77,270.55,96
1649,3.32,197,186.5,1.73,267.75,93.95
1650,4.27,140.55,136.4,3.6,288.05,89.15
1651,4.66,148.85,137.4,4.43,154.28,89.65
1652,3.59,116.65,105.96,4.86,172.83,94.2
1653,2.49,113.85,110.22,5.16,327.3,95.4
1654,2.46,169.2,164.25,4.2,304.55,95.7
1655,2.78,179.9,174.9,3.64,291.65,95.5
1656,3.24,196.75,190,2.97,279.15,93.75
1657,4.41,255.2,239.55,3.62,252.5,87.25
1658,5.69,329.15,291.6,4.96,249.95,79.74
1659,6.12,373.65,318.6,5.41,235.85,77.53
1660,6.12,372.25,329.15,5.66,211.25,77.85
1661,6.12,332.3,308.35,5.25,243.15,78.15
1662,6.13,302.9,282.9,5.45,251.4,77.84
1663,6.09,269.55,256.35,5.46,222.95,77.45
1664,6.05,227.6,222.7,4.35,228.95,77.93
1665,5.97,196.4,192.55,4.12,255.55,78.1
1666,5.93,176.6,172.9,4.05,245.3,77.43
1667,5.91,161.05,157.4,4.08,223.9,77.03
1668,5.76,126.5,123.1,4.13,234.7,79.92
1669,5.17,88.64,86.34,4.3,232.75,85.6
1670,4.48,88.19,86,3.78,242.8,89.75
1671,4.17,109.25,106.8,3.14,249.5,90.6
1672,4.04,121.5,118.85,3.17,212.2,91.3
1673,3.94,130.85,127.75,3.49,177.05,92.05
1674,3.91,107.06,104.6,4.22,187.4,91.65
1675,3.87,73.39,71.63,4.27,210.25,91.8
1676,3.86,60.55,58.87,4.32,207.35,91.65
1677,3.81,42.9,41.47,4.66,204.3,91.75
1678,3.63,33.4,32.16,4.69,204.15,92.3
1679,3.39,28.66,27.52,4.73,187.05,92.95
1680,3.15,25.09,23.99,5.14,189.7,93.45
1681,3,24.72,23.63,5.05,211.4,93.85
1682,2.88,23.06,22,4.99,183.1,94.3
1683,2.65,18.08,17.16,5.26,174.55,94.7
1684,2.37,14.09,13.33,5.09,175.6,95.35
1685,1.96,12.51,11.84,4.53,166.8,96.3
1686,1.53,11.84,11.21,4.36,165.6,97
1687,1.49,12.51,11.84,4.72,155.95,97
1688,1.67,11.44,10.79,5,145.1,96.85
1689,1.97,7.86,7.32,4.61,151.25,96.5
1690,2.7,6.91,6.42,4.55,166.15,95.35
1691,3.85,7.72,7.19,5.04,185.85,94.05
1692,4.74,6.06,5.54,5.08,222.75,94.45
1693,5.28,3.22,2.83,5,219.35,95.55
1694,5.77,2.09,1.74,5.18,244.6,95.8
1695,6.06,1.29,1,4.7,257.95,96.4
1696,6.02,0.57,0.38,3.53,227.4,97.3
1697,5.93,0.42,0.23,3.62,227.05,97.75
1698,6.46,0.36,0.18,4.34,201.8,96.45
1699,7.47,0.35,0.17,4.83,203.75,94.35
1700,8.17,0.36,0.17,5.42,238.5,93.05
1701,8.47,0.36,0.17,5.92,238.7,92.4
1702,8.55,0.36,0.17,5.89,231.7,92.65
1703,8.52,0.37,0.17,6.79,236.55,93.3
1704,8.32,0.37,0.17,8.01,260.55,93.3
1705,7.98,0.36,0.17,8.12,303.35,91.85
1706,7.76,0.37,0.17,8.28,307,90.55
1707,7.66,0.37,0.17,7.5,282.2,89.85
1708,7.68,0.36,0.17,6.05,273.2,89.5
1709,7.75,0.35,0.17,5.59,263.9,89.45
1710,7.98,0.36,0.17,6.05,252.35,88.25
1711,8.31,0.36,0.17,6.78,248.9,85.45
1712,8.49,0.37,0.17,7.22,263.3,81.48
1713,8.51,0.39,0.17,7.83,267.9,79.67
1714,8.38,0.38,0.17,8.22,266.4,81.8
1715,7.95,0.36,0.17,7.88,235.55,84.5
1716,7.6,0.36,0.17,7.25,231.35,84.85
1717,7.54,0.37,0.17,7.42,280.15,83.55
1718,7.41,0.37,0.17,7.76,324.5,82.95
1719,7.23,0.37,0.17,7.85,310.15,83.3
1720,7.13,0.36,0.17,7.99,255.25,84.85
1721,7.07,0.36,0.17,7.51,279.3,86.85
1722,6.93,0.36,0.17,8.1,302.7,89.05
1723,6.82,0.35,0.17,8.7,288.3,89.35
1724,6.94,0.35,0.17,8.12,281.95,86.9
1725,7.17,0.35,0.17,8.27,265.6,86
1726,7.24,0.35,0.17,7.95,294.3,85.8
1727,7.32,0.36,0.17,7.88,302.65,83.55
1728,7.43,0.36,0.17,8.69,278.1,83.55
1729,7.41,0.36,0.17,9.05,276.8,83.65
1730,7.41,0.36,0.17,8.65,294.05,82.15
1731,7.27,0.36,0.17,8.09,290.15,83.85
1732,7.05,0.36,0.17,8.01,259.45,85.8
1733,6.91,0.37,0.17,7.81,273.85,87.45
1734,6.75,0.37,0.17,7.39,289.5,89.45
1735,6.74,0.36,0.17,7.09,295.25,89.7
1736,6.82,0.35,0.17,7.36,294.3,88.4
